,Author,Article_ID,publish_date,Day,Daily_Reads,content_types
8881,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,90,60,2
8882,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,91,43,2
8883,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,92,42,2
8884,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,93,27,2
8885,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,94,79,2
8886,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,95,78,2
8887,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,96,80,2
8888,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,97,11,2
8889,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,98,27,2
8890,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,99,96,2
8891,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,100,45,2
8892,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,101,6,2
8893,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,102,86,2
8894,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,103,3,2
8895,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,104,66,2
8896,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,105,61,2
8897,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,106,3,2
8898,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,107,45,2
8899,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,108,21,2
8900,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,109,37,2
8901,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,110,11,2
8902,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,111,30,2
8903,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,112,47,2
8904,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,113,62,2
8905,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,114,46,2
8906,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,115,62,2
8907,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,116,8,2
8908,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,117,48,2
8909,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,118,13,2
8910,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,119,76,2
8911,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,120,71,2
8912,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,121,83,2
8913,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,122,13,2
8914,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,123,5,2
8915,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,124,81,2
8916,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,125,11,2
8917,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,126,36,2
8918,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,127,86,2
8919,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,128,69,2
8920,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,129,81,2
8921,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,130,40,2
8922,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,131,33,2
8923,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,132,70,2
8924,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,133,69,2
8925,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,134,22,2
8926,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,135,30,2
8927,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,136,54,2
8928,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,137,96,2
8929,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,138,6,2
8930,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,139,100,2
8931,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,140,96,2
8932,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,141,55,2
8933,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,142,8,2
8934,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,143,98,2
8935,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,144,37,2
8936,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,145,88,2
8937,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,146,56,2
8938,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,147,58,2
8939,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,148,33,2
8940,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,149,16,2
8941,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,150,61,2
8942,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,151,32,2
8943,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,152,75,2
8944,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,153,24,2
8945,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,154,70,2
8946,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,155,52,2
8947,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,156,42,2
8948,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,157,60,2
8949,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,158,75,2
8950,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,159,1,2
8951,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,160,8,2
8952,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,161,90,2
8953,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,162,82,2
8954,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,163,71,2
8955,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,164,33,2
8956,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,165,2,2
8957,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,166,7,2
8958,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,167,78,2
8959,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,168,73,2
8960,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,169,40,2
8961,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,170,79,2
8962,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,171,67,2
8963,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,172,48,2
8964,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,173,88,2
8965,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,174,97,2
8966,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,175,57,2
8967,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,176,56,2
8968,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,177,38,2
8969,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,178,19,2
8970,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,179,20,2
8971,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,180,50,2
8972,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,181,2,2
8973,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,182,65,2
8974,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,183,50,2
8975,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,184,4,2
8976,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,185,5,2
8977,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,186,87,2
8978,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,187,26,2
8979,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,188,85,2
8980,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,189,24,2
8981,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,190,75,2
8982,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,191,48,2
8983,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,192,93,2
8984,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,193,57,2
8985,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,194,47,2
8986,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,195,54,2
8987,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,196,80,2
8988,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,197,0,2
8989,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,198,13,2
8990,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,199,72,2
8991,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,200,6,2
8992,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,201,34,2
8993,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,202,15,2
8994,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,203,38,2
8995,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,204,70,2
8996,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,205,39,2
8997,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,206,94,2
8998,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,207,87,2
8999,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,208,26,2
9000,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,209,94,2
9001,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,210,34,2
9002,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,211,11,2
9003,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,212,93,2
9004,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,213,47,2
9005,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,214,40,2
9006,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,215,90,2
9007,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,216,29,2
9008,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,217,74,2
9009,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,218,92,2
9010,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,219,74,2
9011,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,220,43,2
9012,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,221,14,2
9013,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,222,76,2
9014,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,223,100,2
9015,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,224,59,2
9016,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,225,50,2
9017,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,226,71,2
9018,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,227,54,2
9019,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,228,0,2
9020,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,229,7,2
9021,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,230,57,2
9022,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,231,18,2
9023,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,232,83,2
9024,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,233,99,2
9025,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,234,16,2
9026,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,235,86,2
9027,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,236,29,2
9028,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,237,96,2
9029,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,238,96,2
9030,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,239,92,2
9031,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,240,93,2
9032,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,241,62,2
9033,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,242,82,2
9034,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,243,58,2
9035,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,244,99,2
9036,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,245,99,2
9037,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,246,30,2
9038,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,247,10,2
9039,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,248,33,2
9040,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,249,62,2
9041,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,250,9,2
9042,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,251,15,2
9043,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,252,83,2
9044,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,253,100,2
9045,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,254,34,2
9046,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,255,22,2
9047,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,256,42,2
9048,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,257,65,2
9049,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,258,88,2
9050,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,259,54,2
9051,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,260,7,2
9052,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,261,83,2
9053,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,262,60,2
9054,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,263,66,2
9055,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,264,61,2
9056,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,265,2,2
9057,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,266,74,2
9058,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,267,91,2
9059,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,268,29,2
9060,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,269,73,2
9061,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,270,26,2
9062,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,271,26,2
9063,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,272,33,2
9064,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,273,75,2
9065,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,274,3,2
9066,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,275,63,2
9067,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,276,24,2
9068,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,277,87,2
9069,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,278,71,2
9070,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,279,45,2
9071,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,280,98,2
9072,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,281,80,2
9073,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,282,6,2
9074,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,283,61,2
9075,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,284,72,2
9076,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,285,7,2
9077,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,286,100,2
9078,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,287,51,2
9079,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,288,81,2
9080,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,289,29,2
9081,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,290,33,2
9082,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,291,73,2
9083,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,292,79,2
9084,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,293,41,2
9085,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,294,8,2
9086,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,295,60,2
9087,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,296,53,2
9088,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,297,65,2
9089,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,298,61,2
9090,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,299,59,2
9091,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,300,36,2
9092,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,301,23,2
9093,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,302,55,2
9094,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,303,95,2
9095,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,304,64,2
9096,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,305,88,2
9097,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,306,70,2
9098,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,307,67,2
9099,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,308,92,2
9100,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,309,7,2
9101,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,310,90,2
9102,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,311,80,2
9103,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,312,49,2
9104,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,313,71,2
9105,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,314,46,2
9106,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,315,43,2
9107,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,316,14,2
9108,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,317,25,2
9109,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,318,68,2
9110,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,319,16,2
9111,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,320,6,2
9112,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,321,40,2
9113,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,322,79,2
9114,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,323,78,2
9115,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,324,74,2
9116,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,325,42,2
9117,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,326,66,2
9118,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,327,63,2
9119,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,328,30,2
9120,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,329,91,2
9121,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,330,16,2
9122,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,331,1,2
9123,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,332,34,2
9124,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,333,86,2
9125,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,334,38,2
9126,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,335,12,2
9127,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,336,76,2
9128,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,337,65,2
9129,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,338,56,2
9130,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,339,93,2
9131,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,340,42,2
9132,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,341,44,2
9133,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,342,74,2
9134,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,343,68,2
9135,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,344,100,2
9136,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,345,16,2
9137,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,346,88,2
9138,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,347,7,2
9139,Tiffany Woods,82eebd60-676b-4188-af1b-75ee9d6b7474,2022-06-23,348,29,2
9140,Misty Kirby,3603b5a2-3565-4ab1-a3fa-ec8a4e0c6e39,2023-03-11,0,67,3
9141,Misty Kirby,3603b5a2-3565-4ab1-a3fa-ec8a4e0c6e39,2023-03-11,1,42,3
9142,Misty Kirby,3603b5a2-3565-4ab1-a3fa-ec8a4e0c6e39,2023-03-11,2,74,3
9143,Misty Kirby,3603b5a2-3565-4ab1-a3fa-ec8a4e0c6e39,2023-03-11,3,5,3
9144,Misty Kirby,3603b5a2-3565-4ab1-a3fa-ec8a4e0c6e39,2023-03-11,4,86,3
9145,Misty Kirby,3603b5a2-3565-4ab1-a3fa-ec8a4e0c6e39,2023-03-11,5,29,3
9146,Misty Kirby,3603b5a2-3565-4ab1-a3fa-ec8a4e0c6e39,2023-03-11,6,96,3
9147,Misty Kirby,3603b5a2-3565-4ab1-a3fa-ec8a4e0c6e39,2023-03-11,7,12,3
9148,Misty Kirby,3603b5a2-3565-4ab1-a3fa-ec8a4e0c6e39,2023-03-11,8,42,3
9149,Misty Kirby,3603b5a2-3565-4ab1-a3fa-ec8a4e0c6e39,2023-03-11,9,93,3
9150,Misty Kirby,3603b5a2-3565-4ab1-a3fa-ec8a4e0c6e39,2023-03-11,10,97,3
9151,Misty Kirby,3603b5a2-3565-4ab1-a3fa-ec8a4e0c6e39,2023-03-11,11,84,3
9152,Misty Kirby,3603b5a2-3565-4ab1-a3fa-ec8a4e0c6e39,2023-03-11,12,72,3
